i,time,pos,duration
23246,2018-03-24 00:31:01.342112900,P166,1.94
23247,2018-03-24 00:31:04.953319500,P167,1.97
23248,2018-03-24 00:31:08.604528300,P168,2.02
23249,2018-03-24 00:31:12.364743400,P169,1.94
23250,2018-03-24 00:31:16.069955300,P170,1.71
23251,2018-03-24 00:31:19.532153300,P171,2.23
23252,2018-03-24 00:31:23.541382700,P172,1.5
23253,2018-03-24 00:31:26.792568600,P173,1.53
23254,2018-03-24 00:31:30.023753400,P174,1.48
23255,2018-03-24 00:31:33.219936200,P175,2.01
23256,2018-03-24 00:31:36.916147600,P176,1.47
23257,2018-03-24 00:31:40.059327400,P177,1.54
23258,2018-03-24 00:31:43.410519100,P178,2.18
23259,2018-03-24 00:31:47.323742900,P179,1.54
23260,2018-03-24 00:31:50.517925600,P180,1.51
23261,2018-03-24 00:31:53.712108300,P181,1.95
23262,2018-03-24 00:31:57.332315400,P182,1.49
23263,2018-03-24 00:32:00.556499800,P183,1.52
23264,2018-03-24 00:32:03.696679400,P184,1.92
23265,2018-03-24 00:32:07.261883300,P185,1.48
23266,2018-03-24 00:32:10.431064600,P186,2.17
23267,2018-03-24 00:32:14.418292600,P187,1.98
23268,2018-03-24 00:32:18.096503000,P188,1.96
23269,2018-03-24 00:32:21.755712300,P189,1.49
23270,2018-03-24 00:32:24.975896500,P190,1.49
23271,2018-03-24 00:32:28.180079800,P191,1.92
23272,2018-03-24 00:32:32.013299000,P192,1.49
23273,2018-03-24 00:32:35.197481100,P193,1.97
23274,2018-03-24 00:32:38.853690300,P194,1.48
23275,2018-03-24 00:32:42.068874200,P195,1.47
23276,2018-03-24 00:32:45.159050900,P196,1.71
23277,2018-03-24 00:32:48.565245700,P197,1.99
23278,2018-03-24 00:32:52.367463200,P198,1.47
23279,2018-03-24 00:32:55.581647100,P199,1.49
23280,2018-03-24 00:32:58.757828700,P200,1.94
23281,2018-03-24 00:33:02.537044900,P201,1.52
23282,2018-03-24 00:33:05.753228800,P202,2.16
23283,2018-03-24 00:33:09.629450500,P203,1.93
23284,2018-03-24 00:33:13.305660800,P204,2.14
23285,2018-03-24 00:33:17.167881700,P205,1.96
23286,2018-03-24 00:33:20.873093600,P206,1.51
23287,2018-03-24 00:33:24.306290000,P207,3.06
23288,2018-03-24 00:33:29.102564300,P208,2.45
23289,2018-03-24 00:33:33.274803000,P209,1.78
23290,2018-03-24 00:33:36.783003600,P210,2.68
23291,2018-03-24 00:33:41.312262700,P211,1.51
23292,2018-03-24 00:33:44.706456800,P212,1.53
23293,2018-03-24 00:33:47.981644200,P213,1.96
23294,2018-03-24 00:33:51.709857400,P214,1.53
23295,2018-03-24 00:33:54.961043400,P215,2.2
23296,2018-03-24 00:33:58.847265600,P216,1.44
23297,2018-03-24 00:34:01.998445900,P217,1.99
23298,2018-03-24 00:34:05.776662000,P218,2.18
23299,2018-03-24 00:34:09.704886700,P219,1.52
23300,2018-03-24 00:34:12.970073400,P220,1.49
23301,2018-03-24 00:34:16.231259900,P221,1.48
23302,2018-03-24 00:34:19.692457900,P222,1.53
23303,2018-03-24 00:34:22.906641800,P223,2.17
23304,2018-03-24 00:34:26.776863100,P224,1.94
23305,2018-03-24 00:34:30.442072800,P225,1.5
23306,2018-03-24 00:34:33.673257600,P226,1.94
23307,2018-03-24 00:34:37.399470700,P227,1.96
23308,2018-03-24 00:34:41.215689000,P228,1.52
23309,2018-03-24 00:34:44.448873900,P229,1.51
23310,2018-03-24 00:34:47.625055600,P230,1.49
23311,2018-03-24 00:34:51.029250300,P231,1.53
23312,2018-03-24 00:34:54.285436500,P232,1.93
23313,2018-03-24 00:34:58.142657100,P233,1.98
23314,2018-03-24 00:35:01.784865500,P234,2.48
23315,2018-03-24 00:35:05.997106400,P235,2.03
23316,2018-03-24 00:35:09.738320400,P236,2.2
23317,2018-03-24 00:35:13.654544400,P237,1.03
23318,2018-03-24 00:35:16.440703700,P238,1.5
23319,2018-03-24 00:35:19.881900600,P239,1.94
23320,2018-03-24 00:35:23.517108500,P240,1.01
23321,2018-03-24 00:35:26.249264700,P241,1.5
23322,2018-03-24 00:35:29.447447700,P242,2.0
23323,2018-03-24 00:35:33.171660700,P243,1.95
23324,2018-03-24 00:35:37.292896400,P243,2.04
23325,2018-03-24 00:35:47.267466900,P243,2.12
23326,2018-03-24 00:35:57.268038900,P243,1.46
23327,2018-03-24 00:36:07.265610700,P243,1.9
23328,2018-03-24 00:36:12.368902600,P1,3.27
23329,2018-03-24 00:36:17.265182700,P2,2.0
23330,2018-03-24 00:36:21.020397500,P3,2.46
23331,2018-03-24 00:36:25.284641400,P4,1.54
23332,2018-03-24 00:36:28.704837000,P5,3.15
23333,2018-03-24 00:36:33.570115300,P6,1.5
23334,2018-03-24 00:36:36.755297500,P7,1.49
23335,2018-03-24 00:36:39.944479900,P8,1.47
23336,2018-03-24 00:36:43.413678300,P9,1.97
23337,2018-03-24 00:36:47.052886400,P10,1.52
23338,2018-03-24 00:36:50.327073700,P11,2.43
23339,2018-03-24 00:36:54.468310600,P12,2.21
23340,2018-03-24 00:36:58.473539700,P13,2.18
23341,2018-03-24 00:37:02.406764600,P14,1.98
23342,2018-03-24 00:37:06.087975200,P15,1.95
23343,2018-03-24 00:37:09.748184500,P16,1.98
23344,2018-03-24 00:37:13.633406800,P17,1.97
23345,2018-03-24 00:37:17.263614400,P18,1.5
23346,2018-03-24 00:37:20.493799200,P19,1.5
23347,2018-03-24 00:37:23.704982800,P20,1.99
23348,2018-03-24 00:37:27.484199000,P21,1.95
23349,2018-03-24 00:37:31.072404200,P22,1.73
23350,2018-03-24 00:37:34.655609200,P23,1.98
23351,2018-03-24 00:37:38.294817300,P24,1.99
23352,2018-03-24 00:37:42.032031100,P25,2.38
23353,2018-03-24 00:37:46.167267600,P26,1.51
23354,2018-03-24 00:37:49.351449700,P27,1.5
23355,2018-03-24 00:37:52.524631200,P28,1.95
23356,2018-03-24 00:37:56.278845900,P29,2.4
23357,2018-03-24 00:38:00.374080200,P30,1.51
23358,2018-03-24 00:38:03.617265700,P31,1.47
23359,2018-03-24 00:38:06.820448900,P32,1.51
23360,2018-03-24 00:38:10.037632900,P33,1.5
23361,2018-03-24 00:38:13.300819500,P34,1.94
23362,2018-03-24 00:38:16.922026700,P35,1.47
23363,2018-03-24 00:38:20.054205800,P36,2.17
23364,2018-03-24 00:38:24.009432000,P37,1.98
23365,2018-03-24 00:38:27.771647200,P38,1.51
23366,2018-03-24 00:38:31.034833900,P39,1.72
23367,2018-03-24 00:38:34.426027800,P40,1.97
23368,2018-03-24 00:38:38.115238900,P41,1.56
23369,2018-03-24 00:38:41.590437600,P42,1.73
23370,2018-03-24 00:38:45.101638500,P43,2.0
23371,2018-03-24 00:38:48.862853600,P44,1.55
23372,2018-03-24 00:38:52.123040100,P45,1.54
23373,2018-03-24 00:38:55.346224400,P46,1.77
23374,2018-03-24 00:38:58.837424100,P47,2.24
23375,2018-03-24 00:39:02.816651700,P48,2.02
23376,2018-03-24 00:39:06.632870000,P49,1.53
23377,2018-03-24 00:39:09.860054600,P50,1.5
23378,2018-03-24 00:39:12.986233400,P51,1.97
23379,2018-03-24 00:39:16.861455000,P52,1.52
23380,2018-03-24 00:39:20.126641800,P53,1.75
23381,2018-03-24 00:39:23.664844100,P54,2.23
23382,2018-03-24 00:39:27.665072900,P55,1.53
23383,2018-03-24 00:39:30.916258900,P56,1.93
23384,2018-03-24 00:39:34.761478800,P57,1.76
23385,2018-03-24 00:39:38.332683100,P58,2.72
23386,2018-03-24 00:39:42.762936500,P59,1.49
23387,2018-03-24 00:39:46.023123000,P60,2.18
23388,2018-03-24 00:39:49.902344800,P61,1.49
23389,2018-03-24 00:39:53.077526500,P62,1.52
23390,2018-03-24 00:39:56.277709500,P63,1.98
23391,2018-03-24 00:39:59.968920600,P64,1.94
23392,2018-03-24 00:40:03.700134000,P65,1.5
23393,2018-03-24 00:40:07.149331300,P66,1.48
23394,2018-03-24 00:40:10.281510500,P67,2.17
23395,2018-03-24 00:40:14.208735100,P68,1.98
23396,2018-03-24 00:40:17.905946600,P69,1.53
23397,2018-03-24 00:40:21.217135900,P70,1.96
23398,2018-03-24 00:40:24.879345400,P71,1.48
23399,2018-03-24 00:40:28.003524100,P72,1.93
23400,2018-03-24 00:40:31.632731700,P73,1.51
23401,2018-03-24 00:40:34.852915900,P74,1.73
23402,2018-03-24 00:40:38.354116100,P75,1.46
23403,2018-03-24 00:40:41.483295100,P76,1.94
23404,2018-03-24 00:40:45.115502900,P77,1.48
23405,2018-03-24 00:40:48.288684300,P78,1.52
23406,2018-03-24 00:40:51.661877300,P79,1.51
23407,2018-03-24 00:40:54.845059400,P80,1.55
23408,2018-03-24 00:40:58.123246900,P81,2.17
23409,2018-03-24 00:41:01.996468400,P82,1.94
23410,2018-03-24 00:41:05.927693200,P83,1.51
23411,2018-03-24 00:41:09.118875800,P84,1.47
23412,2018-03-24 00:41:12.295057400,P85,1.51
23413,2018-03-24 00:41:15.495240500,P86,1.72
23414,2018-03-24 00:41:18.871433600,P87,1.92
23415,2018-03-24 00:41:22.425636900,P88,1.77
23416,2018-03-24 00:41:25.832831800,P89,1.48
23417,2018-03-24 00:41:29.065016600,P90,1.51
23418,2018-03-24 00:41:32.305201900,P91,2.18
23419,2018-03-24 00:41:36.119420100,P92,1.96
23420,2018-03-24 00:41:39.798630500,P93,1.93
23421,2018-03-24 00:41:43.505842600,P94,1.48
23422,2018-03-24 00:41:46.721026500,P95,1.96
23423,2018-03-24 00:41:50.548245400,P96,1.57
23424,2018-03-24 00:41:53.843433900,P97,1.75
23425,2018-03-24 00:41:57.263629500,P98,1.48
23426,2018-03-24 00:42:00.452811900,P99,2.39
23427,2018-03-24 00:42:04.559046800,P100,1.53
23428,2018-03-24 00:42:08.038245800,P101,2.15
23429,2018-03-24 00:42:11.941469000,P102,1.49
23430,2018-03-24 00:42:15.129651400,P103,1.49
23431,2018-03-24 00:42:18.286831900,P104,1.93
23432,2018-03-24 00:42:21.949041400,P105,1.97
23433,2018-03-24 00:42:25.937269500,P106,2.22
23434,2018-03-24 00:42:29.898496100,P107,2.22
23435,2018-03-24 00:42:33.860722700,P108,1.5
23436,2018-03-24 00:42:37.067906200,P109,1.49
23437,2018-03-24 00:42:40.538104600,P110,1.91
23438,2018-03-24 00:42:44.168312300,P111,2.22
23439,2018-03-24 00:42:48.113537900,P112,1.95
23440,2018-03-24 00:42:51.779747600,P113,2.2
23441,2018-03-24 00:42:55.775976200,P114,2.19
23442,2018-03-24 00:42:59.661198400,P115,1.6
23443,2018-03-24 00:43:02.985388600,P116,2.39
23444,2018-03-24 00:43:07.451644000,P117,1.54
23445,2018-03-24 00:43:10.767833700,P118,1.49
23446,2018-03-24 00:43:14.085023400,P119,1.96
23447,2018-03-24 00:43:17.981246300,P120,1.52
23448,2018-03-24 00:43:21.261433900,P121,1.5
23449,2018-03-24 00:43:24.484618200,P122,1.96
23450,2018-03-24 00:43:28.190830200,P123,1.55
23451,2018-03-24 00:43:31.710031500,P124,1.49
23452,2018-03-24 00:43:35.040222000,P125,1.7
23453,2018-03-24 00:43:38.508420400,P126,2.42
23454,2018-03-24 00:43:42.796665600,P127,1.48
23455,2018-03-24 00:43:46.293865700,P128,2.03
23456,2018-03-24 00:43:50.044080200,P129,1.5
23457,2018-03-24 00:43:53.304266600,P130,2.42
23458,2018-03-24 00:43:57.471505000,P131,1.52
23459,2018-03-24 00:44:00.793695000,P132,1.76
23460,2018-03-24 00:44:04.315896500,P133,1.52
23461,2018-03-24 00:44:07.525080000,P134,2.0
23462,2018-03-24 00:44:11.228291800,P135,1.5
23463,2018-03-24 00:44:14.497478800,P136,1.71
23464,2018-03-24 00:44:17.910674000,P137,1.5
23465,2018-03-24 00:44:21.140858800,P138,1.95
23466,2018-03-24 00:44:24.769066300,P139,1.52
23467,2018-03-24 00:44:27.945248000,P140,1.48
23468,2018-03-24 00:44:31.150431300,P141,2.17
23469,2018-03-24 00:44:35.006651900,P142,1.5
23470,2018-03-24 00:44:38.334842200,P143,1.5
23471,2018-03-24 00:44:41.622030300,P144,2.49
23472,2018-03-24 00:44:45.993280300,P145,1.54
23473,2018-03-24 00:44:49.339471700,P146,1.73
23474,2018-03-24 00:44:52.748666700,P147,2.15
23475,2018-03-24 00:44:56.635889000,P148,1.95
23476,2018-03-24 00:45:00.508110500,P149,1.51
23477,2018-03-24 00:45:03.614288100,P150,1.52
23478,2018-03-24 00:45:06.900476100,P151,2.01
23479,2018-03-24 00:45:10.638689900,P152,1.49
23480,2018-03-24 00:45:13.837872900,P153,1.5
23481,2018-03-24 00:45:17.033055600,P154,1.05
23482,2018-03-24 00:45:19.740210500,P155,1.98
23483,2018-03-24 00:45:23.470423800,P156,1.71
23484,2018-03-24 00:45:26.921621200,P157,1.47
23485,2018-03-24 00:45:30.147805800,P158,1.48
23486,2018-03-24 00:45:33.388991200,P159,1.94
23487,2018-03-24 00:45:37.074201900,P160,1.49
23488,2018-03-24 00:45:40.278385200,P161,1.96
23489,2018-03-24 00:45:43.926593900,P162,1.5
23490,2018-03-24 00:45:47.452795600,P163,1.74
23491,2018-03-24 00:45:50.966996600,P164,2.44
23492,2018-03-24 00:45:55.159236300,P165,2.61
23493,2018-03-24 00:45:59.481483600,P166,1.95
23494,2018-03-24 00:46:03.175694900,P167,1.75
23495,2018-03-24 00:46:06.634892700,P168,1.48
23496,2018-03-24 00:46:09.932081300,P169,1.93
23497,2018-03-24 00:46:13.554288500,P170,1.5
23498,2018-03-24 00:46:16.686467600,P171,1.5
23499,2018-03-24 00:46:19.983656200,P172,1.96
23500,2018-03-24 00:46:23.657866400,P173,1.5
23501,2018-03-24 00:46:26.870050100,P174,1.49
23502,2018-03-24 00:46:30.070233100,P175,1.95
23503,2018-03-24 00:46:33.679439600,P176,1.48
23504,2018-03-24 00:46:37.014630300,P177,1.97
23505,2018-03-24 00:46:40.657838700,P178,1.95
23506,2018-03-24 00:46:44.335049000,P179,2.59
23507,2018-03-24 00:46:48.679297500,P180,1.49
23508,2018-03-24 00:46:51.862479600,P181,2.45
23509,2018-03-24 00:46:56.101722100,P182,1.99
23510,2018-03-24 00:46:59.813934400,P183,1.51
23511,2018-03-24 00:47:03.051119500,P184,1.95
23512,2018-03-24 00:47:06.809334500,P185,1.49
23513,2018-03-24 00:47:10.086521900,P186,2.16
23514,2018-03-24 00:47:13.967743900,P187,1.48
23515,2018-03-24 00:47:17.151926100,P188,1.99
23516,2018-03-24 00:47:20.889139800,P189,1.53
23517,2018-03-24 00:47:24.292334500,P190,1.72
23518,2018-03-24 00:47:27.674527900,P191,2.43
23519,2018-03-24 00:47:31.919770700,P192,2.41
23520,2018-03-24 00:47:36.123011100,P193,1.72
23521,2018-03-24 00:47:39.622211300,P194,1.98
23522,2018-03-24 00:47:43.464431000,P195,1.47
23523,2018-03-24 00:47:46.646613100,P196,2.2
23524,2018-03-24 00:47:50.541835800,P197,1.96
23525,2018-03-24 00:47:54.208045500,P198,1.51
23526,2018-03-24 00:47:57.468232000,P199,1.7
23527,2018-03-24 00:48:00.905428600,P200,1.51
23528,2018-03-24 00:48:04.095611100,P201,1.48
23529,2018-03-24 00:48:07.295794100,P202,1.93
23530,2018-03-24 00:48:10.915001100,P203,1.97
23531,2018-03-24 00:48:14.752220600,P204,1.49
23532,2018-03-24 00:48:17.965404400,P205,1.98
23533,2018-03-24 00:48:21.728619600,P206,2.27
23534,2018-03-24 00:48:25.858855900,P207,1.95
23535,2018-03-24 00:48:29.549066900,P208,2.63
23536,2018-03-24 00:48:33.897315600,P209,1.74
23537,2018-03-24 00:48:37.350513200,P210,2.02
23538,2018-03-24 00:48:41.133729500,P211,1.74
23539,2018-03-24 00:48:44.695933300,P212,1.49
23540,2018-03-24 00:48:47.915117400,P213,2.17
23541,2018-03-24 00:48:51.823340900,P214,1.5
23542,2018-03-24 00:48:55.040525000,P215,1.52
23543,2018-03-24 00:48:58.274709900,P216,1.47
23544,2018-03-24 00:49:01.613900900,P217,2.23
23545,2018-03-24 00:49:05.570127200,P218,1.52
23546,2018-03-24 00:49:08.974321900,P219,1.51
23547,2018-03-24 00:49:12.203506600,P220,1.53
23548,2018-03-24 00:49:15.352686800,P221,1.49
23549,2018-03-24 00:49:18.627874100,P222,1.95
23550,2018-03-24 00:49:22.266082200,P223,2.24
23551,2018-03-24 00:49:26.249310000,P224,1.5
23552,2018-03-24 00:49:29.494495600,P225,1.75
23553,2018-03-24 00:49:32.904690700,P226,1.98
23554,2018-03-24 00:49:36.636904100,P227,2.69
23555,2018-03-24 00:49:41.099159400,P228,1.5
23556,2018-03-24 00:49:44.555357000,P229,1.47
23557,2018-03-24 00:49:47.731538700,P230,2.0
23558,2018-03-24 00:49:51.475752900,P231,2.19
23559,2018-03-24 00:49:55.358975000,P232,1.5
23560,2018-03-24 00:49:58.582159300,P233,2.24
23561,2018-03-24 00:50:02.582388100,P234,2.48
23562,2018-03-24 00:50:06.807629800,P235,1.91
23563,2018-03-24 00:50:10.500841000,P236,1.95
23564,2018-03-24 00:50:14.182051600,P237,1.73
23565,2018-03-24 00:50:17.697252700,P238,1.5
23566,2018-03-24 00:50:20.959439200,P239,1.52
23567,2018-03-24 00:50:24.173623100,P240,1.49
23568,2018-03-24 00:50:27.462811200,P241,1.51
23569,2018-03-24 00:50:30.710997000,P242,1.95
23570,2018-03-24 00:50:34.453211000,P243,1.51
23571,2018-03-24 00:50:48.028987500,P243,0.97
23572,2018-03-24 00:50:58.028559500,P243,0.97
23573,2018-03-24 00:51:08.029131500,P243,0.98
23574,2018-03-24 00:51:12.203370200,P1,2.87
23575,2018-03-24 00:51:16.788632500,P2,1.77
23576,2018-03-24 00:51:20.333835300,P3,1.49
23577,2018-03-24 00:51:23.528018000,P4,1.97
23578,2018-03-24 00:51:27.205228300,P5,1.73
23579,2018-03-24 00:51:30.607422900,P6,2.03
23580,2018-03-24 00:51:34.325635500,P7,2.0
23581,2018-03-24 00:51:38.064849400,P8,1.54
23582,2018-03-24 00:51:41.312035100,P9,2.23
23583,2018-03-24 00:51:45.432270800,P10,1.51
23584,2018-03-24 00:51:48.674456300,P11,1.51
23585,2018-03-24 00:51:51.955643900,P12,1.51
23586,2018-03-24 00:51:55.180828400,P13,2.7
23587,2018-03-24 00:51:59.709087400,P14,1.97
23588,2018-03-24 00:52:03.445301100,P15,1.95
23589,2018-03-24 00:52:07.074508700,P16,1.98
23590,2018-03-24 00:52:10.854724900,P17,1.5
23591,2018-03-24 00:52:14.032906700,P18,1.5
23592,2018-03-24 00:52:17.439101500,P19,1.44
23593,2018-03-24 00:52:20.637284400,P20,2.21
23594,2018-03-24 00:52:24.647513800,P21,1.48
23595,2018-03-24 00:52:27.942702300,P22,2.84
23596,2018-03-24 00:52:32.467961100,P23,1.94
23597,2018-03-24 00:52:36.223175900,P24,1.5
23598,2018-03-24 00:52:39.492362900,P25,2.2
23599,2018-03-24 00:52:43.458589700,P26,1.52
23600,2018-03-24 00:52:46.803781100,P27,1.51
23601,2018-03-24 00:52:50.079968400,P28,2.21
23602,2018-03-24 00:52:54.135200400,P29,2.17
23603,2018-03-24 00:52:58.123428500,P30,1.54
23604,2018-03-24 00:53:01.375614500,P31,1.71
23605,2018-03-24 00:53:04.892815700,P32,1.99
23606,2018-03-24 00:53:08.579026500,P33,1.5
23607,2018-03-24 00:53:11.885215600,P34,1.98
23608,2018-03-24 00:53:15.555425600,P35,1.51
23609,2018-03-24 00:53:18.790610600,P36,2.17
23610,2018-03-24 00:53:22.654831600,P37,1.99
23611,2018-03-24 00:53:26.377044500,P38,1.47
23612,2018-03-24 00:53:29.661232400,P39,1.97
23613,2018-03-24 00:53:33.325441900,P40,1.94
23614,2018-03-24 00:53:36.987651400,P41,1.51
23615,2018-03-24 00:53:40.275839500,P42,1.51
23616,2018-03-24 00:53:43.490023300,P43,2.26
23617,2018-03-24 00:53:47.484251800,P44,1.71
23618,2018-03-24 00:53:50.918448200,P45,1.96
23619,2018-03-24 00:53:54.656662000,P46,2.17
23620,2018-03-24 00:53:58.571886000,P47,3.54
23621,2018-03-24 00:54:03.828186600,P48,3.06
23622,2018-03-24 00:54:08.625461000,P49,1.47
23623,2018-03-24 00:54:11.838644800,P50,1.5
23624,2018-03-24 00:54:15.106831700,P51,2.16
23625,2018-03-24 00:54:19.055057500,P52,1.95
23626,2018-03-24 00:54:22.717267000,P53,1.72
23627,2018-03-24 00:54:26.201466300,P54,1.95
23628,2018-03-24 00:54:29.909678400,P55,1.54
23629,2018-03-24 00:54:33.201866700,P56,1.5
23630,2018-03-24 00:54:36.599061000,P57,1.74
23631,2018-03-24 00:54:40.056258700,P58,2.57
23632,2018-03-24 00:54:44.385506400,P59,1.5
23633,2018-03-24 00:54:47.653693300,P60,1.53
23634,2018-03-24 00:54:50.936881100,P61,2.48
23635,2018-03-24 00:54:55.317131600,P62,1.54
23636,2018-03-24 00:54:58.573317800,P63,1.96
23637,2018-03-24 00:55:02.230527000,P64,1.49
23638,2018-03-24 00:55:05.605720100,P65,1.48
23639,2018-03-24 00:55:08.733899000,P66,2.2
23640,2018-03-24 00:55:12.587119400,P67,1.94
23641,2018-03-24 00:55:16.243328500,P68,1.74
23642,2018-03-24 00:55:19.778530700,P69,2.16
23643,2018-03-24 00:55:23.661752800,P70,1.48
23644,2018-03-24 00:55:26.886937300,P71,1.48
23645,2018-03-24 00:55:30.145123700,P72,1.51
23646,2018-03-24 00:55:33.354307200,P73,1.47
23647,2018-03-24 00:55:36.551490100,P74,1.95
23648,2018-03-24 00:55:40.349707300,P75,1.49
23649,2018-03-24 00:55:43.574891800,P76,2.39
23650,2018-03-24 00:55:47.744130300,P77,1.52
23651,2018-03-24 00:55:50.939313000,P78,1.73
23652,2018-03-24 00:55:54.442513400,P79,1.93
23653,2018-03-24 00:55:58.118723600,P80,1.52
23654,2018-03-24 00:56:01.417912400,P81,1.48
23655,2018-03-24 00:56:04.667098200,P82,1.54
23656,2018-03-24 00:56:07.930284800,P83,2.16
23657,2018-03-24 00:56:11.840508500,P84,1.93
23658,2018-03-24 00:56:15.558721200,P85,1.95
23659,2018-03-24 00:56:19.276933800,P86,1.5
23660,2018-03-24 00:56:22.506118500,P87,2.16
23661,2018-03-24 00:56:26.490346400,P88,2.46
23662,2018-03-24 00:56:30.634583500,P89,1.51
23663,2018-03-24 00:56:33.893769900,P90,1.48
23664,2018-03-24 00:56:37.080952200,P91,1.49
23665,2018-03-24 00:56:40.316137200,P92,1.96
23666,2018-03-24 00:56:44.026349400,P93,1.94
23667,2018-03-24 00:56:47.774563800,P94,2.19
23668,2018-03-24 00:56:51.675786900,P95,1.92
23669,2018-03-24 00:56:55.394999700,P96,1.5
23670,2018-03-24 00:56:58.846197100,P97,1.5
23671,2018-03-24 00:57:02.063381100,P98,2.18
23672,2018-03-24 00:57:05.986605500,P99,2.42
23673,2018-03-24 00:57:10.086840000,P100,1.54
23674,2018-03-24 00:57:13.459032900,P101,2.36
23675,2018-03-24 00:57:17.599269700,P102,1.55
23676,2018-03-24 00:57:20.869456700,P103,1.49
23677,2018-03-24 00:57:24.084640600,P104,2.0
23678,2018-03-24 00:57:27.821854400,P105,1.5
23679,2018-03-24 00:57:31.150044700,P106,1.96
23680,2018-03-24 00:57:34.822254800,P107,1.5
23681,2018-03-24 00:57:38.190447400,P108,2.17
23682,2018-03-24 00:57:42.018666400,P109,1.48
23683,2018-03-24 00:57:45.197848200,P110,1.57
23684,2018-03-24 00:57:48.428033000,P111,2.15
23685,2018-03-24 00:57:52.317255400,P112,1.94
23686,2018-03-24 00:57:56.053469100,P113,1.95
23687,2018-03-24 00:57:59.739680000,P114,1.51
23688,2018-03-24 00:58:03.097872000,P115,1.95
23689,2018-03-24 00:58:06.762081600,P116,2.02
23690,2018-03-24 00:58:10.547298100,P117,1.94
23691,2018-03-24 00:58:14.429520200,P118,2.16
23692,2018-03-24 00:58:18.256739100,P119,2.48
23693,2018-03-24 00:58:22.574986100,P120,1.96
23694,2018-03-24 00:58:26.235195400,P121,2.41
23695,2018-03-24 00:58:30.392433200,P122,2.19
23696,2018-03-24 00:58:34.326658200,P123,1.93
23697,2018-03-24 00:58:38.184878900,P124,1.52
23698,2018-03-24 00:58:41.485067700,P125,1.53
23699,2018-03-24 00:58:44.786256500,P126,1.51
23700,2018-03-24 00:58:48.047443000,P127,1.72
23701,2018-03-24 00:58:51.555643700,P128,1.71
23702,2018-03-24 00:58:55.189851500,P129,1.5
23703,2018-03-24 00:58:58.449038000,P130,2.46
23704,2018-03-24 00:59:02.773285300,P131,1.51
23705,2018-03-24 00:59:06.114476400,P132,1.56
23706,2018-03-24 00:59:09.357661900,P133,1.53
23707,2018-03-24 00:59:12.900864600,P134,2.64
23708,2018-03-24 00:59:17.206110800,P135,1.71
23709,2018-03-24 00:59:20.730312400,P136,1.74
23710,2018-03-24 00:59:24.279515400,P137,1.75
23711,2018-03-24 00:59:27.781715700,P138,2.42
23712,2018-03-24 00:59:31.953954300,P139,2.18
23713,2018-03-24 00:59:35.932181900,P140,2.24
23714,2018-03-24 00:59:39.881407700,P141,2.87
23715,2018-03-24 00:59:44.467670100,P142,1.53
23716,2018-03-24 00:59:47.957869700,P143,1.71
23717,2018-03-24 00:59:51.581076900,P144,1.98
23718,2018-03-24 00:59:55.267287800,P145,1.49
23719,2018-03-24 00:59:58.472471100,P146,1.93
23720,2018-03-24 01:00:02.109679100,P147,1.53
23721,2018-03-24 01:00:05.526874600,P148,1.92
23722,2018-03-24 01:00:09.162082500,P149,1.49
23723,2018-03-24 01:00:12.343264500,P150,1.51
23724,2018-03-24 01:00:15.717457500,P151,2.18
23725,2018-03-24 01:00:19.717686300,P152,1.49
23726,2018-03-24 01:00:22.952871300,P153,1.73
23727,2018-03-24 01:00:26.458071800,P154,1.05
23728,2018-03-24 01:00:29.270232600,P155,1.96
23729,2018-03-24 01:00:32.951443200,P156,1.7
23730,2018-03-24 01:00:36.394640100,P157,1.52
23731,2018-03-24 01:00:39.712829900,P158,1.73
23732,2018-03-24 01:00:43.207029800,P159,2.35
23733,2018-03-24 01:00:47.305264200,P160,1.5
23734,2018-03-24 01:00:50.589452000,P161,1.51
23735,2018-03-24 01:00:53.842638100,P162,1.48
23736,2018-03-24 01:00:57.112825100,P163,1.93
23737,2018-03-24 01:01:00.806036400,P164,1.5
23738,2018-03-24 01:01:04.056222300,P165,2.23
23739,2018-03-24 01:01:08.020449000,P166,2.38
23740,2018-03-24 01:01:12.140684700,P167,1.46
23741,2018-03-24 01:01:15.266863500,P168,1.48
23742,2018-03-24 01:01:18.497048200,P169,1.95
23743,2018-03-24 01:01:22.191259500,P170,1.99
23744,2018-03-24 01:01:26.130484800,P171,1.5
23745,2018-03-24 01:01:29.296665900,P172,1.48
23746,2018-03-24 01:01:32.426845000,P173,1.49
23747,2018-03-24 01:01:35.656029700,P174,2.4
23748,2018-03-24 01:01:39.749263800,P175,1.96
23749,2018-03-24 01:01:43.527479900,P176,1.48
23750,2018-03-24 01:01:46.746664000,P177,1.49
23751,2018-03-24 01:01:49.987849400,P178,1.5
23752,2018-03-24 01:01:53.334040800,P179,2.0
23753,2018-03-24 01:01:57.235263900,P180,1.49
23754,2018-03-24 01:02:00.420446100,P181,1.93
23755,2018-03-24 01:02:04.076655200,P182,1.49
23756,2018-03-24 01:02:07.382844300,P183,2.67
23757,2018-03-24 01:02:11.804097200,P184,1.95
23758,2018-03-24 01:02:15.524310000,P185,2.01
23759,2018-03-24 01:02:19.231522100,P186,1.51
23760,2018-03-24 01:02:22.631716500,P187,1.53
23761,2018-03-24 01:02:25.976907900,P188,2.18
23762,2018-03-24 01:02:29.958135600,P189,1.48
23763,2018-03-24 01:02:33.163318900,P190,1.95
