i,time,pos,duration
2866,2018-03-23 04:32:45.778921900,P240,1.48
2867,2018-03-23 04:32:48.233062300,P241,1.51
2868,2018-03-23 04:32:50.749206200,P242,1.93
2869,2018-03-23 04:32:53.672373400,P243,1.05
2870,2018-03-23 04:32:55.996506300,P243,2.35
2871,2018-03-23 04:33:05.996078300,P243,1.68
2872,2018-03-23 04:33:15.996650300,P243,0.97
2873,2018-03-23 04:33:25.995222200,P243,0.97
2874,2018-03-23 04:33:35.996794200,P243,0.97
2875,2018-03-23 04:33:45.996366200,P243,1.46
2876,2018-03-23 04:33:55.996938200,P243,1.43
2877,2018-03-23 04:34:05.995510100,P243,0.99
2878,2018-03-23 04:34:15.996082100,P243,1.43
2879,2018-03-23 04:34:25.995654000,P243,0.97
2880,2018-03-23 04:34:35.996226000,P243,0.97
2881,2018-03-23 04:34:45.995797900,P243,0.97
2882,2018-03-23 04:34:55.996369900,P243,1.41
2883,2018-03-23 04:35:05.995941900,P243,1.88
2884,2018-03-23 04:35:15.993513700,P243,1.88
2885,2018-03-23 04:35:25.994085700,P243,0.97
2886,2018-03-23 04:35:35.994657700,P243,1.94
2887,2018-03-23 04:35:45.995229700,P243,1.9
2888,2018-03-23 04:35:55.994801700,P243,1.46
2889,2018-03-23 04:36:05.995373700,P243,0.97
2890,2018-03-23 04:36:12.311734900,P1,2.91
2891,2018-03-23 04:36:16.217958400,P2,1.52
2892,2018-03-23 04:36:18.715101200,P3,2.43
2893,2018-03-23 04:36:22.142297200,P4,2.44
2894,2018-03-23 04:36:25.659498400,P5,2.44
2895,2018-03-23 04:36:29.101695300,P6,1.98
2896,2018-03-23 04:36:32.093866400,P7,2.01
2897,2018-03-23 04:36:35.092037900,P8,2.16
2898,2018-03-23 04:36:38.237217800,P9,1.5
2899,2018-03-23 04:36:40.906370400,P10,1.71
2900,2018-03-23 04:36:43.627526100,P11,1.72
2901,2018-03-23 04:36:46.371683000,P12,2.48
2902,2018-03-23 04:36:49.849882000,P13,2.45
2903,2018-03-23 04:36:53.349082100,P14,1.97
2904,2018-03-23 04:36:56.263248800,P15,2.69
2905,2018-03-23 04:36:59.920458000,P16,1.47
2906,2018-03-23 04:37:02.389599200,P17,1.49
2907,2018-03-23 04:37:04.821738300,P18,1.96
2908,2018-03-23 04:37:07.752906000,P19,1.52
2909,2018-03-23 04:37:10.247048600,P20,2.65
2910,2018-03-23 04:37:13.922258800,P21,2.44
2911,2018-03-23 04:37:17.322453300,P22,1.96
2912,2018-03-23 04:37:20.227619500,P23,1.53
2913,2018-03-23 04:37:22.738763100,P24,2.42
2914,2018-03-23 04:37:26.146958100,P25,2.48
2915,2018-03-23 04:37:29.605155900,P26,1.93
2916,2018-03-23 04:37:32.572325600,P27,1.5
2917,2018-03-23 04:37:35.022465700,P28,1.95
2918,2018-03-23 04:37:37.926631800,P29,1.47
2919,2018-03-23 04:37:40.397773200,P30,2.2
2920,2018-03-23 04:37:43.765965800,P31,2.16
2921,2018-03-23 04:37:46.894144700,P32,1.48
2922,2018-03-23 04:37:49.381287000,P33,2.92
2923,2018-03-23 04:37:53.259508800,P34,1.48
2924,2018-03-23 04:37:55.696648200,P35,1.51
2925,2018-03-23 04:37:58.200791400,P36,1.96
2926,2018-03-23 04:38:01.169961300,P37,1.98
2927,2018-03-23 04:38:04.114129700,P38,2.47
2928,2018-03-23 04:38:07.599329000,P39,1.5
2929,2018-03-23 04:38:10.049469100,P40,1.96
2930,2018-03-23 04:38:12.979636700,P41,1.98
2931,2018-03-23 04:38:15.926805300,P42,1.5
2932,2018-03-23 04:38:18.419947900,P43,2.16
2933,2018-03-23 04:38:21.612130500,P44,1.94
2934,2018-03-23 04:38:24.546298300,P45,2.38
2935,2018-03-23 04:38:27.889489500,P46,2.4
2936,2018-03-23 04:38:31.516697000,P47,2.64
2937,2018-03-23 04:38:35.163905600,P48,1.97
2938,2018-03-23 04:38:38.123074900,P49,1.49
2939,2018-03-23 04:38:40.618217600,P50,1.5
2940,2018-03-23 04:38:43.061357300,P51,1.74
2941,2018-03-23 04:38:46.002525500,P52,1.75
2942,2018-03-23 04:38:48.736681900,P53,1.71
2943,2018-03-23 04:38:51.398834200,P54,1.95
2944,2018-03-23 04:38:54.277998900,P55,1.98
2945,2018-03-23 04:38:57.206166400,P56,1.49
2946,2018-03-23 04:38:59.680307900,P57,1.5
2947,2018-03-23 04:39:02.172450400,P58,1.54
2948,2018-03-23 04:39:04.712595700,P59,1.71
2949,2018-03-23 04:39:07.380748300,P60,1.75
2950,2018-03-23 04:39:10.078902600,P61,2.41
2951,2018-03-23 04:39:13.421093800,P62,1.93
2952,2018-03-23 04:39:16.325259900,P63,1.54
2953,2018-03-23 04:39:18.806401800,P64,1.49
2954,2018-03-23 04:39:21.293544100,P65,1.93
2955,2018-03-23 04:39:24.216711300,P66,2.22
2956,2018-03-23 04:39:27.410894000,P67,1.47
2957,2018-03-23 04:39:29.834032600,P68,1.48
2958,2018-03-23 04:39:32.568188900,P69,1.98
2959,2018-03-23 04:39:35.530358400,P70,1.47
2960,2018-03-23 04:39:37.936496000,P71,1.52
2961,2018-03-23 04:39:40.411637600,P72,1.78
2962,2018-03-23 04:39:43.175795700,P73,2.19
2963,2018-03-23 04:39:46.327976000,P74,1.47
2964,2018-03-23 04:39:48.813118100,P75,1.47
2965,2018-03-23 04:39:51.244257200,P76,1.51
2966,2018-03-23 04:39:53.738399800,P77,1.94
2967,2018-03-23 04:39:56.658566800,P78,1.49
2968,2018-03-23 04:39:59.072704900,P79,2.46
2969,2018-03-23 04:40:02.503901200,P80,1.73
2970,2018-03-23 04:40:05.251058300,P81,2.21
2971,2018-03-23 04:40:08.438240600,P82,1.5
2972,2018-03-23 04:40:10.883380400,P83,2.71
2973,2018-03-23 04:40:14.591592500,P84,1.94
2974,2018-03-23 04:40:17.503759100,P85,1.53
2975,2018-03-23 04:40:20.008902400,P86,2.18
2976,2018-03-23 04:40:23.179083700,P87,2.18
2977,2018-03-23 04:40:26.364265900,P88,2.17
2978,2018-03-23 04:40:29.490444700,P89,1.51
2979,2018-03-23 04:40:31.978587000,P90,1.52
2980,2018-03-23 04:40:34.630738700,P91,2.42
2981,2018-03-23 04:40:38.030933200,P92,1.96
2982,2018-03-23 04:40:41.010103600,P93,1.51
2983,2018-03-23 04:40:43.476244700,P94,2.84
2984,2018-03-23 04:40:47.281462300,P95,2.63
2985,2018-03-23 04:40:51.022676300,P96,1.51
2986,2018-03-23 04:40:53.472816400,P97,2.41
2987,2018-03-23 04:40:56.871010800,P98,1.51
2988,2018-03-23 04:40:59.350152600,P99,2.0
2989,2018-03-23 04:41:02.302321400,P100,2.39
2990,2018-03-23 04:41:05.900527200,P101,1.74
2991,2018-03-23 04:41:08.622682900,P102,1.9
2992,2018-03-23 04:41:11.476846200,P103,1.5
2993,2018-03-23 04:41:14.005990900,P104,1.94
2994,2018-03-23 04:41:16.924157800,P105,1.49
2995,2018-03-23 04:41:19.403299600,P106,1.97
2996,2018-03-23 04:41:22.503476900,P107,2.16
2997,2018-03-23 04:41:25.596653800,P108,1.97
2998,2018-03-23 04:41:28.516820800,P109,1.97
2999,2018-03-23 04:41:31.478990300,P110,1.48
3000,2018-03-23 04:41:33.935130700,P111,2.18
3001,2018-03-23 04:41:37.306323600,P112,1.51
3002,2018-03-23 04:41:39.834468200,P113,5.06
3003,2018-03-23 04:41:45.904815400,P114,1.94
3004,2018-03-23 04:41:48.853984000,P115,1.48
3005,2018-03-23 04:41:51.336126000,P116,1.95
3006,2018-03-23 04:41:54.248292600,P117,1.94
3007,2018-03-23 04:41:57.212462100,P118,2.15
3008,2018-03-23 04:42:00.354641800,P119,1.95
3009,2018-03-23 04:42:03.275808900,P120,1.99
3010,2018-03-23 04:42:06.233978100,P121,1.97
3011,2018-03-23 04:42:09.331155300,P122,1.97
3012,2018-03-23 04:42:12.254322500,P123,1.98
3013,2018-03-23 04:42:15.258494300,P124,1.75
3014,2018-03-23 04:42:18.017652100,P125,2.0
3015,2018-03-23 04:42:21.014823500,P126,1.96
3016,2018-03-23 04:42:23.967992500,P127,1.77
3017,2018-03-23 04:42:26.709149200,P128,1.93
3018,2018-03-23 04:42:29.642317000,P129,2.45
3019,2018-03-23 04:42:33.091514300,P130,2.41
3020,2018-03-23 04:42:36.465707300,P131,1.74
3021,2018-03-23 04:42:39.226865200,P132,1.51
3022,2018-03-23 04:42:41.758010000,P133,1.53
3023,2018-03-23 04:42:44.260153100,P134,2.46
3024,2018-03-23 04:42:47.669348100,P135,1.71
3025,2018-03-23 04:42:50.362502100,P136,1.53
3026,2018-03-23 04:42:52.843644000,P137,2.19
3027,2018-03-23 04:42:56.182835000,P138,2.82
3028,2018-03-23 04:42:59.933049500,P139,1.49
3029,2018-03-23 04:43:02.394190300,P140,1.5
3030,2018-03-23 04:43:04.865331600,P141,1.75
3031,2018-03-23 04:43:07.570486400,P142,1.49
3032,2018-03-23 04:43:10.116632000,P143,2.0
3033,2018-03-23 04:43:13.105803000,P144,1.48
3034,2018-03-23 04:43:15.546942600,P145,2.38
3035,2018-03-23 04:43:18.879133200,P146,1.48
3036,2018-03-23 04:43:21.320272800,P147,1.51
3037,2018-03-23 04:43:23.814415500,P148,1.48
3038,2018-03-23 04:43:26.290557100,P149,1.54
3039,2018-03-23 04:43:28.704695200,P150,1.53
3040,2018-03-23 04:43:31.226839400,P151,2.21
3041,2018-03-23 04:43:34.412021600,P152,1.48
3042,2018-03-23 04:43:36.856161400,P153,1.49
3043,2018-03-23 04:43:39.350304100,P154,1.53
3044,2018-03-23 04:43:41.906450300,P155,1.94
3045,2018-03-23 04:43:44.806616200,P156,1.93
3046,2018-03-23 04:43:47.728783300,P157,1.73
3047,2018-03-23 04:43:50.423937400,P158,1.53
3048,2018-03-23 04:43:52.906079400,P159,1.94
3049,2018-03-23 04:43:55.814245800,P160,1.53
3050,2018-03-23 04:43:58.410394200,P161,1.7
3051,2018-03-23 04:44:01.110548700,P162,1.49
3052,2018-03-23 04:44:03.558688700,P163,2.18
3053,2018-03-23 04:44:06.722869700,P164,2.2
3054,2018-03-23 04:44:09.920052600,P165,1.96
3055,2018-03-23 04:44:12.831219100,P166,2.03
3056,2018-03-23 04:44:15.803389100,P167,1.97
3057,2018-03-23 04:44:18.719555900,P168,1.89
3058,2018-03-23 04:44:21.545717500,P169,1.49
3059,2018-03-23 04:44:24.029859600,P170,2.19
3060,2018-03-23 04:44:27.184040000,P171,1.91
3061,2018-03-23 04:44:30.214213300,P172,1.7
3062,2018-03-23 04:44:32.841363600,P173,1.93
3063,2018-03-23 04:44:35.731528900,P174,2.18
3064,2018-03-23 04:44:38.869708400,P175,1.96
3065,2018-03-23 04:44:41.818877100,P176,1.96
3066,2018-03-23 04:44:44.928054900,P177,1.56
3067,2018-03-23 04:44:47.457199600,P178,1.56
3068,2018-03-23 04:44:49.975343600,P179,1.98
3069,2018-03-23 04:44:52.910511500,P180,1.95
3070,2018-03-23 04:44:55.815677600,P181,1.48
3071,2018-03-23 04:44:58.270818100,P182,1.92
3072,2018-03-23 04:45:01.406997400,P183,1.72
3073,2018-03-23 04:45:04.074150000,P184,1.94
3074,2018-03-23 04:45:06.957314900,P185,1.95
3075,2018-03-23 04:45:09.859480900,P186,1.48
3076,2018-03-23 04:45:12.298620400,P187,1.49
3077,2018-03-23 04:45:14.752760800,P188,1.73
3078,2018-03-23 04:45:17.450915100,P189,1.96
3079,2018-03-23 04:45:20.386083000,P190,1.96
3080,2018-03-23 04:45:23.321250900,P191,1.51
3081,2018-03-23 04:45:25.795392400,P192,1.47
3082,2018-03-23 04:45:28.233531800,P193,1.96
3083,2018-03-23 04:45:31.226703000,P194,1.49
3084,2018-03-23 04:45:33.680843400,P195,1.96
3085,2018-03-23 04:45:36.615011200,P196,1.95
3086,2018-03-23 04:45:39.556179500,P197,1.95
3087,2018-03-23 04:45:42.508348300,P198,1.93
3088,2018-03-23 04:45:45.439516000,P199,2.17
3089,2018-03-23 04:45:48.616697700,P200,1.48
3090,2018-03-23 04:45:51.092839300,P201,1.97
3091,2018-03-23 04:45:54.012006300,P202,1.94
3092,2018-03-23 04:45:56.927173000,P203,1.5
3093,2018-03-23 04:45:59.459317800,P204,1.51
3094,2018-03-23 04:46:02.050466100,P205,2.01
3095,2018-03-23 04:46:05.046637400,P206,1.95
3096,2018-03-23 04:46:07.994806100,P207,1.74
3097,2018-03-23 04:46:10.700960800,P208,1.75
3098,2018-03-23 04:46:13.421116400,P209,2.86
3099,2018-03-23 04:46:17.264336200,P210,1.52
3100,2018-03-23 04:46:19.774479800,P211,1.96
3101,2018-03-23 04:46:22.736649200,P212,1.98
3102,2018-03-23 04:46:25.718819800,P213,2.0
3103,2018-03-23 04:46:28.738992600,P214,1.53
3104,2018-03-23 04:46:31.213134100,P215,2.4
3105,2018-03-23 04:46:34.631329600,P216,2.2
3106,2018-03-23 04:46:37.832512700,P217,2.2
3107,2018-03-23 04:46:41.000693900,P218,2.19
3108,2018-03-23 04:46:44.155874300,P219,2.16
3109,2018-03-23 04:46:47.302054300,P220,3.12
3110,2018-03-23 04:46:51.396288500,P221,1.51
3111,2018-03-23 04:46:53.837428100,P222,1.48
3112,2018-03-23 04:46:56.256566500,P223,1.48
3113,2018-03-23 04:46:58.754709400,P224,1.75
3114,2018-03-23 04:47:01.479865200,P225,1.51
3115,2018-03-23 04:47:03.961007100,P226,1.52
3116,2018-03-23 04:47:06.473150800,P227,1.95
3117,2018-03-23 04:47:09.422319500,P228,2.2
3118,2018-03-23 04:47:12.599501200,P229,1.98
3119,2018-03-23 04:47:15.550670000,P230,2.01
3120,2018-03-23 04:47:18.548841500,P231,1.74
3121,2018-03-23 04:47:21.233995100,P232,2.17
3122,2018-03-23 04:47:24.427177700,P233,1.98
3123,2018-03-23 04:47:27.418348800,P234,2.43
3124,2018-03-23 04:47:30.863545900,P235,2.47
3125,2018-03-23 04:47:34.296742200,P236,1.47
3126,2018-03-23 04:47:36.794885100,P237,1.71
3127,2018-03-23 04:47:39.447036800,P238,1.93
3128,2018-03-23 04:47:42.384204800,P239,1.51
3129,2018-03-23 04:47:44.930350400,P240,1.48
3130,2018-03-23 04:47:47.389491100,P241,1.74
3131,2018-03-23 04:47:50.125647600,P242,2.5
3132,2018-03-23 04:47:53.616847300,P243,1.96
3133,2018-03-23 04:47:56.851032300,P243,2.53
3134,2018-03-23 04:48:06.849604200,P243,0.97
3135,2018-03-23 04:48:16.850176200,P243,0.97
3136,2018-03-23 04:48:26.849748100,P243,0.97
3137,2018-03-23 04:48:36.849320000,P243,0.99
3138,2018-03-23 04:48:46.849892000,P243,0.97
3139,2018-03-23 04:48:56.849464000,P243,2.82
3140,2018-03-23 04:49:06.849035900,P243,1.93
3141,2018-03-23 04:49:16.849607900,P243,2.1
3142,2018-03-23 04:49:26.848179800,P243,1.93
3143,2018-03-23 04:49:36.850751900,P243,1.66
3144,2018-03-23 04:49:46.849323800,P243,0.95
3145,2018-03-23 04:49:56.848895800,P243,0.95
3146,2018-03-23 04:50:06.849467800,P243,0.97
3147,2018-03-23 04:50:16.850039800,P243,0.97
3148,2018-03-23 04:50:26.848611600,P243,1.41
3149,2018-03-23 04:50:36.849183600,P243,1.91
3150,2018-03-23 04:50:46.849755600,P243,2.1
3151,2018-03-23 04:50:56.847327500,P243,1.94
3152,2018-03-23 04:51:06.848899500,P243,0.97
3153,2018-03-23 04:51:12.301211400,P1,2.0
3154,2018-03-23 04:51:15.285382100,P2,2.39
3155,2018-03-23 04:51:18.673575900,P3,1.5
3156,2018-03-23 04:51:21.179719200,P4,1.51
3157,2018-03-23 04:51:23.674861900,P5,2.37
3158,2018-03-23 04:51:27.101057900,P6,1.73
3159,2018-03-23 04:51:29.833214200,P7,1.53
3160,2018-03-23 04:51:32.339357500,P8,3.33
3161,2018-03-23 04:51:36.707607300,P9,1.53
3162,2018-03-23 04:51:39.227751500,P10,1.99
3163,2018-03-23 04:51:42.312928000,P11,1.55
3164,2018-03-23 04:51:44.846072800,P12,2.01
3165,2018-03-23 04:51:47.895247200,P13,2.48
3166,2018-03-23 04:51:51.412448400,P14,1.96
3167,2018-03-23 04:51:54.309614100,P15,1.49
3168,2018-03-23 04:51:56.844759100,P16,2.26
3169,2018-03-23 04:52:00.123946700,P17,1.52
3170,2018-03-23 04:52:02.590087700,P18,1.97
3171,2018-03-23 04:52:05.539256400,P19,2.41
3172,2018-03-23 04:52:08.941451000,P20,2.43
3173,2018-03-23 04:52:12.359646500,P21,2.44
3174,2018-03-23 04:52:15.817844300,P22,2.38
3175,2018-03-23 04:52:19.146034700,P23,1.99
3176,2018-03-23 04:52:22.110204200,P24,1.95
3177,2018-03-23 04:52:25.046372200,P25,2.0
3178,2018-03-23 04:52:28.053544200,P26,2.62
3179,2018-03-23 04:52:31.657750300,P27,1.95
3180,2018-03-23 04:52:34.612919300,P28,2.0
3181,2018-03-23 04:52:37.552087500,P29,2.63
3182,2018-03-23 04:52:41.243298600,P30,1.52
3183,2018-03-23 04:52:43.754442200,P31,1.54
3184,2018-03-23 04:52:46.279586600,P32,1.99
3185,2018-03-23 04:52:49.234755700,P33,1.53
3186,2018-03-23 04:52:51.725898100,P34,2.45
3187,2018-03-23 04:52:55.154094200,P35,2.39
3188,2018-03-23 04:52:58.589290700,P36,2.19
3189,2018-03-23 04:53:01.788473700,P37,2.41
3190,2018-03-23 04:53:05.201668900,P38,1.5
3191,2018-03-23 04:53:07.707812300,P39,1.48
3192,2018-03-23 04:53:10.184953900,P40,1.49
3193,2018-03-23 04:53:12.657095300,P41,2.22
3194,2018-03-23 04:53:15.866278900,P42,1.52
3195,2018-03-23 04:53:18.380422700,P43,1.74
3196,2018-03-23 04:53:21.139580500,P44,1.97
3197,2018-03-23 04:53:24.134751800,P45,2.68
3198,2018-03-23 04:53:27.776960200,P46,1.52
3199,2018-03-23 04:53:30.281103400,P47,2.48
3200,2018-03-23 04:53:33.765302700,P48,1.5
3201,2018-03-23 04:53:36.241444300,P49,1.98
3202,2018-03-23 04:53:39.205613800,P50,1.71
3203,2018-03-23 04:53:41.894767600,P51,1.74
3204,2018-03-23 04:53:44.618923500,P52,1.52
3205,2018-03-23 04:53:47.307077200,P53,1.49
3206,2018-03-23 04:53:49.795219500,P54,1.5
3207,2018-03-23 04:53:52.288362100,P55,2.46
3208,2018-03-23 04:53:55.766561100,P56,1.75
3209,2018-03-23 04:53:58.470715700,P57,1.51
3210,2018-03-23 04:54:01.010861000,P58,2.02
3211,2018-03-23 04:54:04.014032800,P59,1.94
3212,2018-03-23 04:54:06.949200700,P60,1.72
3213,2018-03-23 04:54:09.616353200,P61,1.49
3214,2018-03-23 04:54:12.092494900,P62,1.51
3215,2018-03-23 04:54:14.629640000,P63,1.51
3216,2018-03-23 04:54:17.197786900,P64,2.07
3217,2018-03-23 04:54:20.324965700,P65,2.21
3218,2018-03-23 04:54:23.491146800,P66,1.48
3219,2018-03-23 04:54:25.927286200,P67,1.49
3220,2018-03-23 04:54:28.434429600,P68,1.49
3221,2018-03-23 04:54:30.949573400,P69,1.96
3222,2018-03-23 04:54:33.913743000,P70,2.24
3223,2018-03-23 04:54:37.121926500,P71,1.5
3224,2018-03-23 04:54:39.600068200,P72,1.48
3225,2018-03-23 04:54:42.070209500,P73,2.91
3226,2018-03-23 04:54:45.961432000,P74,1.94
3227,2018-03-23 04:54:49.066609700,P75,1.51
3228,2018-03-23 04:54:51.541751200,P76,1.71
3229,2018-03-23 04:54:54.214904100,P77,2.16
3230,2018-03-23 04:54:57.356083800,P78,1.73
3231,2018-03-23 04:55:00.042237400,P79,1.91
3232,2018-03-23 04:55:02.948403600,P80,1.64
3233,2018-03-23 04:55:05.637557500,P81,1.47
3234,2018-03-23 04:55:08.067696500,P82,1.98
3235,2018-03-23 04:55:11.049867000,P83,1.99
3236,2018-03-23 04:55:14.065039500,P84,1.53
3237,2018-03-23 04:55:16.569182700,P85,1.94
3238,2018-03-23 04:55:19.517351300,P86,1.54
3239,2018-03-23 04:55:22.067497200,P87,1.48
3240,2018-03-23 04:55:24.557639600,P88,1.5
3241,2018-03-23 04:55:27.028781000,P89,1.95
3242,2018-03-23 04:55:29.968949100,P90,1.48
3243,2018-03-23 04:55:32.462091700,P91,1.5
3244,2018-03-23 04:55:35.165246300,P92,1.47
3245,2018-03-23 04:55:37.680390200,P93,1.99
3246,2018-03-23 04:55:40.664560900,P94,1.97
3247,2018-03-23 04:55:43.665732500,P95,1.69
3248,2018-03-23 04:55:46.365887000,P96,1.99
3249,2018-03-23 04:55:49.298054700,P97,1.93
3250,2018-03-23 04:55:52.180219500,P98,2.15
3251,2018-03-23 04:55:55.319399100,P99,1.99
3252,2018-03-23 04:55:58.273568100,P100,1.52
3253,2018-03-23 04:56:00.749709700,P101,1.5
3254,2018-03-23 04:56:03.266853700,P102,2.37
3255,2018-03-23 04:56:06.820056900,P103,2.23
3256,2018-03-23 04:56:10.024240200,P104,1.94
3257,2018-03-23 04:56:12.928406300,P105,2.18
3258,2018-03-23 04:56:16.107588100,P106,1.91
3259,2018-03-23 04:56:19.004753800,P107,1.51
3260,2018-03-23 04:56:21.488895900,P108,1.57
3261,2018-03-23 04:56:24.004039800,P109,1.48
3262,2018-03-23 04:56:26.491182000,P110,1.47
3263,2018-03-23 04:56:28.942322200,P111,1.96
3264,2018-03-23 04:56:31.885490600,P112,2.36
3265,2018-03-23 04:56:35.336688000,P113,1.96
3266,2018-03-23 04:56:38.412863900,P114,1.96
3267,2018-03-23 04:56:41.330030800,P115,1.51
3268,2018-03-23 04:56:43.796171800,P116,2.59
3269,2018-03-23 04:56:47.353375300,P117,1.5
3270,2018-03-23 04:56:49.835517200,P118,1.51
3271,2018-03-23 04:56:52.329659900,P119,1.96
3272,2018-03-23 04:56:55.276828500,P120,1.99
3273,2018-03-23 04:56:58.222997000,P121,1.96
3274,2018-03-23 04:57:01.166165300,P122,2.21
3275,2018-03-23 04:57:04.353347600,P123,2.6
3276,2018-03-23 04:57:07.953553500,P124,2.03
3277,2018-03-23 04:57:10.984726900,P125,1.5
3278,2018-03-23 04:57:13.564874500,P126,1.98
3279,2018-03-23 04:57:16.567046200,P127,2.18
3280,2018-03-23 04:57:19.863234700,P128,1.99
3281,2018-03-23 04:57:22.817403700,P129,1.93
3282,2018-03-23 04:57:25.830576000,P130,1.76
3283,2018-03-23 04:57:28.573732900,P131,1.52
3284,2018-03-23 04:57:31.117878500,P132,1.5
3285,2018-03-23 04:57:33.649023200,P133,1.49
3286,2018-03-23 04:57:36.124164800,P134,2.18
3287,2018-03-23 04:57:39.301346500,P135,2.2
3288,2018-03-23 04:57:42.471527800,P136,1.53
3289,2018-03-23 04:57:44.981671400,P137,1.51
3290,2018-03-23 04:57:47.458813100,P138,1.49
3291,2018-03-23 04:57:49.943955200,P139,1.51
3292,2018-03-23 04:57:52.449098500,P140,1.5
3293,2018-03-23 04:57:55.145252700,P141,1.99
3294,2018-03-23 04:57:58.113422500,P142,1.48
3295,2018-03-23 04:58:00.565562800,P143,1.95
3296,2018-03-23 04:58:03.466728700,P144,1.52
3297,2018-03-23 04:58:05.952870900,P145,1.48
3298,2018-03-23 04:58:08.373009300,P146,1.48
3299,2018-03-23 04:58:10.921155100,P147,1.55
3300,2018-03-23 04:58:13.477301300,P148,1.94
3301,2018-03-23 04:58:16.389467800,P149,1.95
3302,2018-03-23 04:58:19.212629300,P150,1.52
3303,2018-03-23 04:58:21.810777900,P151,2.83
3304,2018-03-23 04:58:25.839008300,P152,1.49
3305,2018-03-23 04:58:28.445157400,P153,1.55
3306,2018-03-23 04:58:31.041305900,P154,1.49
3307,2018-03-23 04:58:33.510447100,P155,2.39
3308,2018-03-23 04:58:36.913641800,P156,1.72
3309,2018-03-23 04:58:39.607795900,P157,2.17
3310,2018-03-23 04:58:43.093995300,P158,2.32
3311,2018-03-23 04:58:46.396184100,P159,1.93
3312,2018-03-23 04:58:49.298350100,P160,1.99
3313,2018-03-23 04:58:52.300521800,P161,1.71
3314,2018-03-23 04:58:54.991675800,P162,2.11
3315,2018-03-23 04:58:58.148856300,P163,1.5
3316,2018-03-23 04:59:00.633998500,P164,1.47
3317,2018-03-23 04:59:03.114140300,P165,2.65
3318,2018-03-23 04:59:06.768349400,P166,1.95
3319,2018-03-23 04:59:09.688516400,P167,2.21
3320,2018-03-23 04:59:13.114712300,P168,1.51
3321,2018-03-23 04:59:15.599854500,P169,1.69
3322,2018-03-23 04:59:18.268007100,P170,2.18
3323,2018-03-23 04:59:21.431188000,P171,1.5
3324,2018-03-23 04:59:23.919330300,P172,2.87
3325,2018-03-23 04:59:27.741548900,P173,1.51
3326,2018-03-23 04:59:30.222690900,P174,1.52
3327,2018-03-23 04:59:32.711833200,P175,2.46
3328,2018-03-23 04:59:36.133028900,P176,1.52
3329,2018-03-23 04:59:38.634172000,P177,1.99
3330,2018-03-23 04:59:41.633343500,P178,2.39
3331,2018-03-23 04:59:45.099541800,P179,1.94
3332,2018-03-23 04:59:48.073711900,P180,1.97
3333,2018-03-23 04:59:51.028880900,P181,1.97
3334,2018-03-23 04:59:54.002051000,P182,1.5
3335,2018-03-23 04:59:56.468192000,P183,1.53
3336,2018-03-23 04:59:58.983335900,P184,1.51
3337,2018-03-23 05:00:01.456477300,P185,1.51
3338,2018-03-23 05:00:04.050625700,P186,2.37
3339,2018-03-23 05:00:07.372815700,P187,1.94
3340,2018-03-23 05:00:10.274981700,P188,1.52
3341,2018-03-23 05:00:12.744122900,P189,1.97
3342,2018-03-23 05:00:15.863301400,P190,1.96
3343,2018-03-23 05:00:18.804469600,P191,1.97
3344,2018-03-23 05:00:21.782639900,P192,1.96
3345,2018-03-23 05:00:24.727808400,P193,1.94
3346,2018-03-23 05:00:27.688977700,P194,2.68
3347,2018-03-23 05:00:31.482194700,P195,1.94
3348,2018-03-23 05:00:34.394361300,P196,1.95
3349,2018-03-23 05:00:37.308528000,P197,1.48
3350,2018-03-23 05:00:39.776669100,P198,1.5
3351,2018-03-23 05:00:42.290812900,P199,1.52
3352,2018-03-23 05:00:44.772954900,P200,2.85
3353,2018-03-23 05:00:48.607174200,P201,1.94
3354,2018-03-23 05:00:51.497339500,P202,1.48
3355,2018-03-23 05:00:54.019483800,P203,2.95
3356,2018-03-23 05:00:58.031713300,P204,1.53
3357,2018-03-23 05:01:00.697865700,P205,2.69
3358,2018-03-23 05:01:04.394077200,P206,1.91
3359,2018-03-23 05:01:07.295243100,P207,1.78
